sentence,number,verbalised_number,verb
ithoyizi libhala incwadi kanye,1,kanye,libhala
ithoyizi libhala isitshalo kanye,1,kanye,libhala
ithoyizi libhala unesi kanye,1,kanye,libhala
ithoyizi libhala isithwebuli kanye,1,kanye,libhala
ithoyizi libhala isilwane esifuyiweyo kanye,1,kanye,libhala
ithoyizi libhala igumbi kanye,1,kanye,libhala
ithoyizi libhala iwindi kanye,1,kanye,libhala
ithoyizi libhala ulwandle kanye,1,kanye,libhala
ithoyizi libhala ummeli kanye,1,kanye,libhala
ithoyizi libhala umphakathi kanye,1,kanye,libhala
ithoyizi libhala ikomidi kanye,1,kanye,libhala
ithoyizi libhala indlwana kanye,1,kanye,libhala
ithoyizi libhala iphilisi kanye,1,kanye,libhala
ithoyizi libhala uhlaza kanye,1,kanye,libhala
ithoyizi libhala imoto kanye,1,kanye,libhala
umfula ubhala imali kanye,1,kanye,ubhala
umfula ubhala ijikijolo kanye,1,kanye,ubhala
umfula ubhala inyoni kanye,1,kanye,ubhala
umfula ubhala ibhishi kanye,1,kanye,ubhala
umfula ubhala izwe kanye,1,kanye,ubhala
umfula ubhala isakhiwo kanye,1,kanye,ubhala
umfula ubhala umnini kanye,1,kanye,ubhala
umfula ubhala unyawo kanye,1,kanye,ubhala
umfula ubhala izambane kanye,1,kanye,ubhala
umfula ubhala iNkosi kanye,1,kanye,ubhala
umfula ubhala ibhola kanye,1,kanye,ubhala
umfula ubhala umzila kanye,1,kanye,ubhala
umfula ubhala isicathulo kanye,1,kanye,ubhala
umfula ubhala ihholitshi kanye,1,kanye,ubhala
umfula ubhala isihlahla kanye,1,kanye,ubhala
umfula ubhala ihhotela kanye,1,kanye,ubhala
umfula ubhala ihebhivo kanye,1,kanye,ubhala
umfula ubhala umuthi kanye,1,kanye,ubhala
umfula ubhala igilebhisi kanye,1,kanye,ubhala
umfula ubhala isikukhukhula kanye,1,kanye,ubhala
umfula ubhala inyuvesi kanye,1,kanye,ubhala
umfula ubhala inja kanye,1,kanye,ubhala
umfula ubhala iphoyisa kanye,1,kanye,ubhala
umfula ubhala umkhandlu kanye,1,kanye,ubhala
umfula ubhala iwayini kanye,1,kanye,ubhala
umfula ubhala uphawu kanye,1,kanye,ubhala
umfula ubhala indawo yokubhukuda kanye,1,kanye,ubhala
umfula ubhala ikhompyutha kanye,1,kanye,ubhala
umfula ubhala isikhulumi kanye,1,kanye,ubhala
umfula ubhala inyama kanye,1,kanye,ubhala
umfula ubhala udokotela kanye,1,kanye,ubhala
umfula ubhala indlovu kanye,1,kanye,ubhala
umfula ubhala inkampani kanye,1,kanye,ubhala
umfula ubhala inkukhu kanye,1,kanye,ubhala
umfula ubhala umlamuleli kanye,1,kanye,ubhala
umfula ubhala isidlo kanye,1,kanye,ubhala
umfula ubhala umfundi we-undergraduate kanye,1,kanye,ubhala
umfula ubhala ipayipi kanye,1,kanye,ubhala
umfula ubhala umfundisi kanye,1,kanye,ubhala
umfula ubhala ibhodwe kanye,1,kanye,ubhala
umfula ubhala iphalamende kanye,1,kanye,ubhala
umfula ubhala iholidi kanye,1,kanye,ubhala
umfula ubhala indaba kanye,1,kanye,ubhala
umfula ubhala ufishi kanye,1,kanye,ubhala
umfula ubhala ithoyizi kanye,1,kanye,ubhala
umfula ubhala umfula kanye,1,kanye,ubhala
umfula ubhala ukhilimu oyiqhwa kanye,1,kanye,ubhala
umfula ubhala ibhokisi kanye,1,kanye,ubhala
umfula ubhala isitambu kanye,1,kanye,ubhala
umfula ubhala umsebenzi kanye,1,kanye,ubhala
umfula ubhala umgodi kanye,1,kanye,ubhala
umfula ubhala ihlo kanye,1,kanye,ubhala
umfula ubhala insimu kanye,1,kanye,ubhala
umfula ubhala isifunda kanye,1,kanye,ubhala
umfula ubhala udonga kanye,1,kanye,ubhala
umfula ubhala itiye kanye,1,kanye,ubhala
umfula ubhala ibhodlela kanye,1,kanye,ubhala
umfula ubhala ukhiye kanye,1,kanye,ubhala
umfula ubhala inkantini kanye,1,kanye,ubhala
umfula ubhala isisu kanye,1,kanye,ubhala
umfula ubhala uphaya kanye,1,kanye,ubhala
umfula ubhala intaba kanye,1,kanye,ubhala
umfula ubhala umengammeli kanye,1,kanye,ubhala
umfula ubhala umhlaba kanye,1,kanye,ubhala
umfula ubhala ibhanoyi kanye,1,kanye,ubhala
umfula ubhala incwadi kanye,1,kanye,ubhala
umfula ubhala isitshalo kanye,1,kanye,ubhala
umfula ubhala unesi kanye,1,kanye,ubhala
umfula ubhala isithwebuli kanye,1,kanye,ubhala
umfula ubhala isilwane esifuyiweyo kanye,1,kanye,ubhala
umfula ubhala igumbi kanye,1,kanye,ubhala
umfula ubhala iwindi kanye,1,kanye,ubhala
umfula ubhala ulwandle kanye,1,kanye,ubhala
umfula ubhala ummeli kanye,1,kanye,ubhala
umfula ubhala umphakathi kanye,1,kanye,ubhala
umfula ubhala ikomidi kanye,1,kanye,ubhala
umfula ubhala indlwana kanye,1,kanye,ubhala
umfula ubhala iphilisi kanye,1,kanye,ubhala
umfula ubhala uhlaza kanye,1,kanye,ubhala
umfula ubhala imoto kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala imali kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ijikijolo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala inyoni kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ibhishi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala izwe kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isakhiwo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umnini kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala unyawo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala izambane kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala iNkosi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ibhola kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umzila kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isicathulo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ihholitshi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isihlahla kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ihhotela kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ihebhivo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umuthi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala igilebhisi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isikukhukhula kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala inyuvesi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala inja kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala iphoyisa kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umkhandlu kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala iwayini kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala uphawu kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala indawo yokubhukuda kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ikhompyutha kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isikhulumi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala inyama kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala udokotela kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala indlovu kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala inkampani kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala inkukhu kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umlamuleli kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isidlo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umfundi we-undergraduate kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ipayipi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umfundisi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ibhodwe kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala iphalamende kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala iholidi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala indaba kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ufishi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ithoyizi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umfula kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ukhilimu oyiqhwa kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ibhokisi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isitambu kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umsebenzi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umgodi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ihlo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala insimu kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isifunda kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala udonga kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala itiye kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ibhodlela kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ukhiye kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala inkantini kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isisu kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala uphaya kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala intaba kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umengammeli kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umhlaba kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ibhanoyi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala incwadi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isitshalo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala unesi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isithwebuli kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala isilwane esifuyiweyo kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala igumbi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala iwindi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ulwandle kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ummeli kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala umphakathi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala ikomidi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala indlwana kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala iphilisi kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala uhlaza kanye,1,kanye,ubhala
ukhilimu oyiqhwa ubhala imoto kanye,1,kanye,ubhala
ibhokisi libhala imali kanye,1,kanye,libhala
ibhokisi libhala ijikijolo kanye,1,kanye,libhala
ibhokisi libhala inyoni kanye,1,kanye,libhala
ibhokisi libhala ibhishi kanye,1,kanye,libhala
ibhokisi libhala izwe kanye,1,kanye,libhala
ibhokisi libhala isakhiwo kanye,1,kanye,libhala
ibhokisi libhala umnini kanye,1,kanye,libhala
ibhokisi libhala unyawo kanye,1,kanye,libhala
ibhokisi libhala izambane kanye,1,kanye,libhala
ibhokisi libhala iNkosi kanye,1,kanye,libhala
ibhokisi libhala ibhola kanye,1,kanye,libhala
ibhokisi libhala umzila kanye,1,kanye,libhala
ibhokisi libhala isicathulo kanye,1,kanye,libhala
ibhokisi libhala ihholitshi kanye,1,kanye,libhala
ibhokisi libhala isihlahla kanye,1,kanye,libhala
ibhokisi libhala ihhotela kanye,1,kanye,libhala
ibhokisi libhala ihebhivo kanye,1,kanye,libhala
ibhokisi libhala umuthi kanye,1,kanye,libhala
ibhokisi libhala igilebhisi kanye,1,kanye,libhala
ibhokisi libhala isikukhukhula kanye,1,kanye,libhala
ibhokisi libhala inyuvesi kanye,1,kanye,libhala
ibhokisi libhala inja kanye,1,kanye,libhala
ibhokisi libhala iphoyisa kanye,1,kanye,libhala
ibhokisi libhala umkhandlu kanye,1,kanye,libhala
ibhokisi libhala iwayini kanye,1,kanye,libhala
ibhokisi libhala uphawu kanye,1,kanye,libhala
ibhokisi libhala indawo yokubhukuda kanye,1,kanye,libhala
ibhokisi libhala ikhompyutha kanye,1,kanye,libhala
ibhokisi libhala isikhulumi kanye,1,kanye,libhala
ibhokisi libhala inyama kanye,1,kanye,libhala
ibhokisi libhala udokotela kanye,1,kanye,libhala
ibhokisi libhala indlovu kanye,1,kanye,libhala
ibhokisi libhala inkampani kanye,1,kanye,libhala
ibhokisi libhala inkukhu kanye,1,kanye,libhala
ibhokisi libhala umlamuleli kanye,1,kanye,libhala
ibhokisi libhala isidlo kanye,1,kanye,libhala
ibhokisi libhala umfundi we-undergraduate kanye,1,kanye,libhala
ibhokisi libhala ipayipi kanye,1,kanye,libhala
ibhokisi libhala umfundisi kanye,1,kanye,libhala
ibhokisi libhala ibhodwe kanye,1,kanye,libhala
ibhokisi libhala iphalamende kanye,1,kanye,libhala
ibhokisi libhala iholidi kanye,1,kanye,libhala
ibhokisi libhala indaba kanye,1,kanye,libhala
ibhokisi libhala ufishi kanye,1,kanye,libhala
ibhokisi libhala ithoyizi kanye,1,kanye,libhala
ibhokisi libhala umfula kanye,1,kanye,libhala
ibhokisi libhala ukhilimu oyiqhwa kanye,1,kanye,libhala
ibhokisi libhala ibhokisi kanye,1,kanye,libhala
ibhokisi libhala isitambu kanye,1,kanye,libhala
ibhokisi libhala umsebenzi kanye,1,kanye,libhala
ibhokisi libhala umgodi kanye,1,kanye,libhala
ibhokisi libhala ihlo kanye,1,kanye,libhala
ibhokisi libhala insimu kanye,1,kanye,libhala
ibhokisi libhala isifunda kanye,1,kanye,libhala
ibhokisi libhala udonga kanye,1,kanye,libhala
ibhokisi libhala itiye kanye,1,kanye,libhala
ibhokisi libhala ibhodlela kanye,1,kanye,libhala
ibhokisi libhala ukhiye kanye,1,kanye,libhala
ibhokisi libhala inkantini kanye,1,kanye,libhala
ibhokisi libhala isisu kanye,1,kanye,libhala
ibhokisi libhala uphaya kanye,1,kanye,libhala
ibhokisi libhala intaba kanye,1,kanye,libhala
ibhokisi libhala umengammeli kanye,1,kanye,libhala
ibhokisi libhala umhlaba kanye,1,kanye,libhala
ibhokisi libhala ibhanoyi kanye,1,kanye,libhala
ibhokisi libhala incwadi kanye,1,kanye,libhala
ibhokisi libhala isitshalo kanye,1,kanye,libhala
ibhokisi libhala unesi kanye,1,kanye,libhala
ibhokisi libhala isithwebuli kanye,1,kanye,libhala
ibhokisi libhala isilwane esifuyiweyo kanye,1,kanye,libhala
ibhokisi libhala igumbi kanye,1,kanye,libhala
ibhokisi libhala iwindi kanye,1,kanye,libhala
ibhokisi libhala ulwandle kanye,1,kanye,libhala
ibhokisi libhala ummeli kanye,1,kanye,libhala
ibhokisi libhala umphakathi kanye,1,kanye,libhala
ibhokisi libhala ikomidi kanye,1,kanye,libhala
ibhokisi libhala indlwana kanye,1,kanye,libhala
ibhokisi libhala iphilisi kanye,1,kanye,libhala
ibhokisi libhala uhlaza kanye,1,kanye,libhala
ibhokisi libhala imoto kanye,1,kanye,libhala
isitambu sibhala imali kanye,1,kanye,sibhala
isitambu sibhala ijikijolo kanye,1,kanye,sibhala
isitambu sibhala inyoni kanye,1,kanye,sibhala
isitambu sibhala ibhishi kanye,1,kanye,sibhala
isitambu sibhala izwe kanye,1,kanye,sibhala
isitambu sibhala isakhiwo kanye,1,kanye,sibhala
isitambu sibhala umnini kanye,1,kanye,sibhala
isitambu sibhala unyawo kanye,1,kanye,sibhala
isitambu sibhala izambane kanye,1,kanye,sibhala
isitambu sibhala iNkosi kanye,1,kanye,sibhala
isitambu sibhala ibhola kanye,1,kanye,sibhala
isitambu sibhala umzila kanye,1,kanye,sibhala
isitambu sibhala isicathulo kanye,1,kanye,sibhala
isitambu sibhala ihholitshi kanye,1,kanye,sibhala
isitambu sibhala isihlahla kanye,1,kanye,sibhala
isitambu sibhala ihhotela kanye,1,kanye,sibhala
isitambu sibhala ihebhivo kanye,1,kanye,sibhala
isitambu sibhala umuthi kanye,1,kanye,sibhala
isitambu sibhala igilebhisi kanye,1,kanye,sibhala
isitambu sibhala isikukhukhula kanye,1,kanye,sibhala
isitambu sibhala inyuvesi kanye,1,kanye,sibhala
isitambu sibhala inja kanye,1,kanye,sibhala
isitambu sibhala iphoyisa kanye,1,kanye,sibhala
isitambu sibhala umkhandlu kanye,1,kanye,sibhala
isitambu sibhala iwayini kanye,1,kanye,sibhala
isitambu sibhala uphawu kanye,1,kanye,sibhala
isitambu sibhala indawo yokubhukuda kanye,1,kanye,sibhala
isitambu sibhala ikhompyutha kanye,1,kanye,sibhala
isitambu sibhala isikhulumi kanye,1,kanye,sibhala
isitambu sibhala inyama kanye,1,kanye,sibhala
isitambu sibhala udokotela kanye,1,kanye,sibhala
isitambu sibhala indlovu kanye,1,kanye,sibhala
isitambu sibhala inkampani kanye,1,kanye,sibhala
isitambu sibhala inkukhu kanye,1,kanye,sibhala
isitambu sibhala umlamuleli kanye,1,kanye,sibhala
isitambu sibhala isidlo kanye,1,kanye,sibhala
isitambu sibhala umfundi we-undergraduate kanye,1,kanye,sibhala
isitambu sibhala ipayipi kanye,1,kanye,sibhala
isitambu sibhala umfundisi kanye,1,kanye,sibhala
isitambu sibhala ibhodwe kanye,1,kanye,sibhala
isitambu sibhala iphalamende kanye,1,kanye,sibhala
isitambu sibhala iholidi kanye,1,kanye,sibhala
isitambu sibhala indaba kanye,1,kanye,sibhala
isitambu sibhala ufishi kanye,1,kanye,sibhala
isitambu sibhala ithoyizi kanye,1,kanye,sibhala
isitambu sibhala umfula kanye,1,kanye,sibhala
isitambu sibhala ukhilimu oyiqhwa kanye,1,kanye,sibhala
isitambu sibhala ibhokisi kanye,1,kanye,sibhala
isitambu sibhala isitambu kanye,1,kanye,sibhala
isitambu sibhala umsebenzi kanye,1,kanye,sibhala
isitambu sibhala umgodi kanye,1,kanye,sibhala
isitambu sibhala ihlo kanye,1,kanye,sibhala
isitambu sibhala insimu kanye,1,kanye,sibhala
isitambu sibhala isifunda kanye,1,kanye,sibhala
isitambu sibhala udonga kanye,1,kanye,sibhala
isitambu sibhala itiye kanye,1,kanye,sibhala
isitambu sibhala ibhodlela kanye,1,kanye,sibhala
isitambu sibhala ukhiye kanye,1,kanye,sibhala
isitambu sibhala inkantini kanye,1,kanye,sibhala
isitambu sibhala isisu kanye,1,kanye,sibhala
isitambu sibhala uphaya kanye,1,kanye,sibhala
isitambu sibhala intaba kanye,1,kanye,sibhala
isitambu sibhala umengammeli kanye,1,kanye,sibhala
isitambu sibhala umhlaba kanye,1,kanye,sibhala
isitambu sibhala ibhanoyi kanye,1,kanye,sibhala
isitambu sibhala incwadi kanye,1,kanye,sibhala
isitambu sibhala isitshalo kanye,1,kanye,sibhala
isitambu sibhala unesi kanye,1,kanye,sibhala
isitambu sibhala isithwebuli kanye,1,kanye,sibhala
isitambu sibhala isilwane esifuyiweyo kanye,1,kanye,sibhala
isitambu sibhala igumbi kanye,1,kanye,sibhala
isitambu sibhala iwindi kanye,1,kanye,sibhala
isitambu sibhala ulwandle kanye,1,kanye,sibhala
isitambu sibhala ummeli kanye,1,kanye,sibhala
isitambu sibhala umphakathi kanye,1,kanye,sibhala
isitambu sibhala ikomidi kanye,1,kanye,sibhala
isitambu sibhala indlwana kanye,1,kanye,sibhala
isitambu sibhala iphilisi kanye,1,kanye,sibhala
isitambu sibhala uhlaza kanye,1,kanye,sibhala
isitambu sibhala imoto kanye,1,kanye,sibhala
umsebenzi ubhala imali kanye,1,kanye,ubhala
umsebenzi ubhala ijikijolo kanye,1,kanye,ubhala
umsebenzi ubhala inyoni kanye,1,kanye,ubhala
umsebenzi ubhala ibhishi kanye,1,kanye,ubhala
umsebenzi ubhala izwe kanye,1,kanye,ubhala
umsebenzi ubhala isakhiwo kanye,1,kanye,ubhala
umsebenzi ubhala umnini kanye,1,kanye,ubhala
umsebenzi ubhala unyawo kanye,1,kanye,ubhala
umsebenzi ubhala izambane kanye,1,kanye,ubhala
umsebenzi ubhala iNkosi kanye,1,kanye,ubhala
umsebenzi ubhala ibhola kanye,1,kanye,ubhala
umsebenzi ubhala umzila kanye,1,kanye,ubhala
umsebenzi ubhala isicathulo kanye,1,kanye,ubhala
umsebenzi ubhala ihholitshi kanye,1,kanye,ubhala
umsebenzi ubhala isihlahla kanye,1,kanye,ubhala
umsebenzi ubhala ihhotela kanye,1,kanye,ubhala
umsebenzi ubhala ihebhivo kanye,1,kanye,ubhala
umsebenzi ubhala umuthi kanye,1,kanye,ubhala
umsebenzi ubhala igilebhisi kanye,1,kanye,ubhala
umsebenzi ubhala isikukhukhula kanye,1,kanye,ubhala
umsebenzi ubhala inyuvesi kanye,1,kanye,ubhala
umsebenzi ubhala inja kanye,1,kanye,ubhala
umsebenzi ubhala iphoyisa kanye,1,kanye,ubhala
umsebenzi ubhala umkhandlu kanye,1,kanye,ubhala
umsebenzi ubhala iwayini kanye,1,kanye,ubhala
umsebenzi ubhala uphawu kanye,1,kanye,ubhala
umsebenzi ubhala indawo yokubhukuda kanye,1,kanye,ubhala
umsebenzi ubhala ikhompyutha kanye,1,kanye,ubhala
umsebenzi ubhala isikhulumi kanye,1,kanye,ubhala
umsebenzi ubhala inyama kanye,1,kanye,ubhala
umsebenzi ubhala udokotela kanye,1,kanye,ubhala
umsebenzi ubhala indlovu kanye,1,kanye,ubhala
umsebenzi ubhala inkampani kanye,1,kanye,ubhala
umsebenzi ubhala inkukhu kanye,1,kanye,ubhala
umsebenzi ubhala umlamuleli kanye,1,kanye,ubhala
umsebenzi ubhala isidlo kanye,1,kanye,ubhala
umsebenzi ubhala umfundi we-undergraduate kanye,1,kanye,ubhala
umsebenzi ubhala ipayipi kanye,1,kanye,ubhala
umsebenzi ubhala umfundisi kanye,1,kanye,ubhala
umsebenzi ubhala ibhodwe kanye,1,kanye,ubhala
umsebenzi ubhala iphalamende kanye,1,kanye,ubhala
umsebenzi ubhala iholidi kanye,1,kanye,ubhala
umsebenzi ubhala indaba kanye,1,kanye,ubhala
umsebenzi ubhala ufishi kanye,1,kanye,ubhala
umsebenzi ubhala ithoyizi kanye,1,kanye,ubhala
umsebenzi ubhala umfula kanye,1,kanye,ubhala
umsebenzi ubhala ukhilimu oyiqhwa kanye,1,kanye,ubhala
umsebenzi ubhala ibhokisi kanye,1,kanye,ubhala
umsebenzi ubhala isitambu kanye,1,kanye,ubhala
umsebenzi ubhala umsebenzi kanye,1,kanye,ubhala
umsebenzi ubhala umgodi kanye,1,kanye,ubhala
umsebenzi ubhala ihlo kanye,1,kanye,ubhala
umsebenzi ubhala insimu kanye,1,kanye,ubhala
umsebenzi ubhala isifunda kanye,1,kanye,ubhala
umsebenzi ubhala udonga kanye,1,kanye,ubhala
umsebenzi ubhala itiye kanye,1,kanye,ubhala
umsebenzi ubhala ibhodlela kanye,1,kanye,ubhala
umsebenzi ubhala ukhiye kanye,1,kanye,ubhala
umsebenzi ubhala inkantini kanye,1,kanye,ubhala
umsebenzi ubhala isisu kanye,1,kanye,ubhala
umsebenzi ubhala uphaya kanye,1,kanye,ubhala
umsebenzi ubhala intaba kanye,1,kanye,ubhala
umsebenzi ubhala umengammeli kanye,1,kanye,ubhala
umsebenzi ubhala umhlaba kanye,1,kanye,ubhala
umsebenzi ubhala ibhanoyi kanye,1,kanye,ubhala
umsebenzi ubhala incwadi kanye,1,kanye,ubhala
umsebenzi ubhala isitshalo kanye,1,kanye,ubhala
umsebenzi ubhala unesi kanye,1,kanye,ubhala
umsebenzi ubhala isithwebuli kanye,1,kanye,ubhala
umsebenzi ubhala isilwane esifuyiweyo kanye,1,kanye,ubhala
umsebenzi ubhala igumbi kanye,1,kanye,ubhala
umsebenzi ubhala iwindi kanye,1,kanye,ubhala
umsebenzi ubhala ulwandle kanye,1,kanye,ubhala
umsebenzi ubhala ummeli kanye,1,kanye,ubhala
umsebenzi ubhala umphakathi kanye,1,kanye,ubhala
umsebenzi ubhala ikomidi kanye,1,kanye,ubhala
umsebenzi ubhala indlwana kanye,1,kanye,ubhala
umsebenzi ubhala iphilisi kanye,1,kanye,ubhala
umsebenzi ubhala uhlaza kanye,1,kanye,ubhala
umsebenzi ubhala imoto kanye,1,kanye,ubhala
umgodi ubhala imali kanye,1,kanye,ubhala
umgodi ubhala ijikijolo kanye,1,kanye,ubhala
umgodi ubhala inyoni kanye,1,kanye,ubhala
umgodi ubhala ibhishi kanye,1,kanye,ubhala
umgodi ubhala izwe kanye,1,kanye,ubhala
umgodi ubhala isakhiwo kanye,1,kanye,ubhala
umgodi ubhala umnini kanye,1,kanye,ubhala
umgodi ubhala unyawo kanye,1,kanye,ubhala
umgodi ubhala izambane kanye,1,kanye,ubhala
umgodi ubhala iNkosi kanye,1,kanye,ubhala
umgodi ubhala ibhola kanye,1,kanye,ubhala
umgodi ubhala umzila kanye,1,kanye,ubhala
umgodi ubhala isicathulo kanye,1,kanye,ubhala
umgodi ubhala ihholitshi kanye,1,kanye,ubhala
umgodi ubhala isihlahla kanye,1,kanye,ubhala
umgodi ubhala ihhotela kanye,1,kanye,ubhala
umgodi ubhala ihebhivo kanye,1,kanye,ubhala
umgodi ubhala umuthi kanye,1,kanye,ubhala
umgodi ubhala igilebhisi kanye,1,kanye,ubhala
umgodi ubhala isikukhukhula kanye,1,kanye,ubhala
umgodi ubhala inyuvesi kanye,1,kanye,ubhala
umgodi ubhala inja kanye,1,kanye,ubhala
umgodi ubhala iphoyisa kanye,1,kanye,ubhala
umgodi ubhala umkhandlu kanye,1,kanye,ubhala
umgodi ubhala iwayini kanye,1,kanye,ubhala
